Country,Time,Balance,Product,Value,Unit,Month,Year
Colombia,2015-12-01,Net Electricity Production,Renovable,114.069,GWh,12,2015
Colombia,2015-12-01,Net Electricity Production,Renovable,0.878,GWh,12,2015
Colombia,2015-12-01,Net Electricity Production,Renovable,6.58,GWh,12,2015
Colombia,2015-11-01,Net Electricity Production,Renovable,3246.676,GWh,11,2015
Colombia,2015-11-01,Net Electricity Production,No Renovable,613.187,GWh,11,2015
Colombia,2015-11-01,Net Electricity Production,No Renovable,621.377,GWh,11,2015
Colombia,2015-11-01,Net Electricity Production,No Renovable,1565.547,GWh,11,2015
Colombia,2015-11-01,Net Electricity Production,Renovable,105.531,GWh,11,2015
Colombia,2015-11-01,Net Electricity Production,Renovable,0.648,GWh,11,2015
Colombia,2015-11-01,Net Electricity Production,Renovable,4.217,GWh,11,2015
Colombia,2015-10-01,Net Electricity Production,Renovable,3383.799,GWh,10,2015
Colombia,2015-10-01,Net Electricity Production,No Renovable,696.799,GWh,10,2015
Colombia,2015-10-01,Net Electricity Production,No Renovable,591.24,GWh,10,2015
Colombia,2015-10-01,Net Electricity Production,No Renovable,1680.035,GWh,10,2015
Colombia,2015-10-01,Net Electricity Production,Renovable,115.856,GWh,10,2015
Colombia,2015-10-01,Net Electricity Production,Renovable,0.688,GWh,10,2015
Colombia,2015-10-01,Net Electricity Production,Renovable,3.605,GWh,10,2015
Colombia,2015-09-01,Net Electricity Production,Renovable,4027.145,GWh,9,2015
Colombia,2015-09-01,Net Electricity Production,No Renovable,566.541,GWh,9,2015
Colombia,2015-09-01,Net Electricity Production,No Renovable,273.822,GWh,9,2015
Colombia,2015-09-01,Net Electricity Production,No Renovable,1536.959,GWh,9,2015
Colombia,2015-09-01,Net Electricity Production,Renovable,106.575,GWh,9,2015
Colombia,2015-09-01,Net Electricity Production,Renovable,0.745,GWh,9,2015
Colombia,2015-09-01,Net Electricity Production,Renovable,3.889,GWh,9,2015
Colombia,2015-08-01,Net Electricity Production,Renovable,4572.769,GWh,8,2015
Colombia,2015-08-01,Net Electricity Production,No Renovable,536.274,GWh,8,2015
Colombia,2015-08-01,Net Electricity Production,No Renovable,155.678,GWh,8,2015
Colombia,2015-08-01,Net Electricity Production,No Renovable,1200.526,GWh,8,2015
Colombia,2015-08-01,Net Electricity Production,Renovable,107.426,GWh,8,2015
Colombia,2015-08-01,Net Electricity Production,Renovable,0.75,GWh,8,2015
Colombia,2015-08-01,Net Electricity Production,Renovable,5.856,GWh,8,2015
Colombia,2015-07-01,Net Electricity Production,Renovable,4401.239,GWh,7,2015
Colombia,2015-07-01,Net Electricity Production,No Renovable,493.686,GWh,7,2015
Colombia,2015-07-01,Net Electricity Production,No Renovable,171.671,GWh,7,2015
Colombia,2015-07-01,Net Electricity Production,No Renovable,1327.603,GWh,7,2015
Colombia,2015-07-01,Net Electricity Production,Renovable,110.106,GWh,7,2015
Colombia,2015-07-01,Net Electricity Production,Renovable,0.75,GWh,7,2015
Colombia,2015-07-01,Net Electricity Production,Renovable,7.075,GWh,7,2015
Colombia,2015-06-01,Net Electricity Production,Renovable,4136.213,GWh,6,2015
Colombia,2015-06-01,Net Electricity Production,No Renovable,493.966,GWh,6,2015
Colombia,2015-06-01,Net Electricity Production,No Renovable,206.062,GWh,6,2015
Colombia,2015-06-01,Net Electricity Production,No Renovable,1283.199,GWh,6,2015
Colombia,2015-06-01,Net Electricity Production,Renovable,108.211,GWh,6,2015
Colombia,2015-06-01,Net Electricity Production,Renovable,0.697,GWh,6,2015
Colombia,2015-06-01,Net Electricity Production,Renovable,7.014,GWh,6,2015
Colombia,2015-05-01,Net Electricity Production,Renovable,4206.67,GWh,5,2015
Colombia,2015-05-01,Net Electricity Production,No Renovable,536.501,GWh,5,2015
Colombia,2015-05-01,Net Electricity Production,No Renovable,165.397,GWh,5,2015
Colombia,2015-05-01,Net Electricity Production,No Renovable,1437.843,GWh,5,2015
Colombia,2015-05-01,Net Electricity Production,Renovable,100.754,GWh,5,2015
Colombia,2015-05-01,Net Electricity Production,Renovable,0.67,GWh,5,2015
Colombia,2015-05-01,Net Electricity Production,Renovable,6.296,GWh,5,2015
Colombia,2015-04-01,Net Electricity Production,Renovable,4352.938,GWh,4,2015
Colombia,2015-04-01,Net Electricity Production,No Renovable,445.587,GWh,4,2015
Colombia,2015-04-01,Net Electricity Production,No Renovable,149.943,GWh,4,2015
Colombia,2015-04-01,Net Electricity Production,No Renovable,1116.761,GWh,4,2015
Colombia,2015-04-01,Net Electricity Production,Renovable,106.82,GWh,4,2015
Colombia,2015-04-01,Net Electricity Production,Renovable,0.56,GWh,4,2015
Colombia,2015-04-01,Net Electricity Production,Renovable,6.174,GWh,4,2015
Colombia,2015-03-01,Net Electricity Production,Renovable,4317.805,GWh,3,2015
Colombia,2015-03-01,Net Electricity Production,No Renovable,577.082,GWh,3,2015
Colombia,2015-03-01,Net Electricity Production,No Renovable,154.803,GWh,3,2015
Colombia,2015-03-01,Net Electricity Production,No Renovable,1324.754,GWh,3,2015
Colombia,2015-03-01,Net Electricity Production,Renovable,105.937,GWh,3,2015
Colombia,2015-03-01,Net Electricity Production,Renovable,0.665,GWh,3,2015
Colombia,2015-03-01,Net Electricity Production,Renovable,6.381,GWh,3,2015
Colombia,2015-02-01,Net Electricity Production,Renovable,4082.267,GWh,2,2015
Colombia,2015-02-01,Net Electricity Production,No Renovable,382.665,GWh,2,2015
Colombia,2015-02-01,Net Electricity Production,No Renovable,152.007,GWh,2,2015
Colombia,2015-02-01,Net Electricity Production,No Renovable,1210.677,GWh,2,2015
Colombia,2015-02-01,Net Electricity Production,Renovable,102.804,GWh,2,2015
Colombia,2015-02-01,Net Electricity Production,Renovable,0.831,GWh,2,2015
Colombia,2015-02-01,Net Electricity Production,Renovable,4.848,GWh,2,2015
Colombia,2015-01-01,Net Electricity Production,Renovable,3931.459,GWh,1,2015
Colombia,2015-01-01,Net Electricity Production,No Renovable,554.069,GWh,1,2015
Colombia,2015-01-01,Net Electricity Production,No Renovable,151.043,GWh,1,2015
Colombia,2015-01-01,Net Electricity Production,No Renovable,1442.368,GWh,1,2015
Colombia,2015-01-01,Net Electricity Production,Renovable,102.525,GWh,1,2015
Colombia,2015-01-01,Net Electricity Production,Renovable,1.065,GWh,1,2015
Colombia,2015-01-01,Net Electricity Production,Renovable,5.562,GWh,1,2015
Colombia,2014-12-01,Net Electricity Production,Renovable,4180.456,GWh,12,2014
Colombia,2014-12-01,Net Electricity Production,No Renovable,399.853,GWh,12,2014
Colombia,2014-12-01,Net Electricity Production,No Renovable,160.654,GWh,12,2014
Colombia,2014-12-01,Net Electricity Production,No Renovable,1088.414,GWh,12,2014
Colombia,2014-12-01,Net Electricity Production,Renovable,112.405,GWh,12,2014
Colombia,2014-12-01,Net Electricity Production,Renovable,0.878,GWh,12,2014
Colombia,2014-12-01,Net Electricity Production,Renovable,5.174,GWh,12,2014
Colombia,2014-11-01,Net Electricity Production,Renovable,4197.121,GWh,11,2014
Colombia,2014-11-01,Net Electricity Production,No Renovable,362.355,GWh,11,2014
Colombia,2014-11-01,Net Electricity Production,No Renovable,169.834,GWh,11,2014
Colombia,2014-11-01,Net Electricity Production,No Renovable,996.312,GWh,11,2014
Colombia,2014-11-01,Net Electricity Production,Renovable,105.396,GWh,11,2014
Colombia,2014-11-01,Net Electricity Production,Renovable,0.648,GWh,11,2014
Colombia,2014-11-01,Net Electricity Production,Renovable,3.711,GWh,11,2014
Colombia,2014-10-01,Net Electricity Production,Renovable,4072.668,GWh,10,2014
Colombia,2014-10-01,Net Electricity Production,No Renovable,405.291,GWh,10,2014
Colombia,2014-10-01,Net Electricity Production,No Renovable,206.83,GWh,10,2014
Colombia,2014-10-01,Net Electricity Production,No Renovable,1116.552,GWh,10,2014
Colombia,2014-10-01,Net Electricity Production,Renovable,110.778,GWh,10,2014
Colombia,2014-10-01,Net Electricity Production,Renovable,0.688,GWh,10,2014
Colombia,2014-10-01,Net Electricity Production,Renovable,3.704,GWh,10,2014
Colombia,2014-09-01,Net Electricity Production,Renovable,4165.149,GWh,9,2014
Colombia,2014-09-01,Net Electricity Production,No Renovable,372.765,GWh,9,2014
Colombia,2014-09-01,Net Electricity Production,No Renovable,166.453,GWh,9,2014
Colombia,2014-09-01,Net Electricity Production,No Renovable,1043.316,GWh,9,2014
Colombia,2014-09-01,Net Electricity Production,Renovable,107.583,GWh,9,2014
Colombia,2014-09-01,Net Electricity Production,Renovable,0.745,GWh,9,2014
Colombia,2014-09-01,Net Electricity Production,Renovable,4.5,GWh,9,2014
Colombia,2014-08-01,Net Electricity Production,Renovable,4058.878,GWh,8,2014
Colombia,2014-08-01,Net Electricity Production,No Renovable,368.25,GWh,8,2014
Colombia,2014-08-01,Net Electricity Production,No Renovable,146.552,GWh,8,2014
Colombia,2014-08-01,Net Electricity Production,No Renovable,1130.38,GWh,8,2014
Colombia,2014-08-01,Net Electricity Production,Renovable,110.397,GWh,8,2014
Colombia,2014-08-01,Net Electricity Production,Renovable,0.75,GWh,8,2014
Colombia,2014-08-01,Net Electricity Production,Renovable,5.438,GWh,8,2014
Colombia,2014-07-01,Net Electricity Production,Renovable,4105.318,GWh,7,2014
Colombia,2014-07-01,Net Electricity Production,No Renovable,393.836,GWh,7,2014
Colombia,2014-07-01,Net Electricity Production,No Renovable,151.163,GWh,7,2014
Colombia,2014-07-01,Net Electricity Production,No Renovable,1146.857,GWh,7,2014
Colombia,2014-07-01,Net Electricity Production,Renovable,110.281,GWh,7,2014
Colombia,2014-07-01,Net Electricity Production,Renovable,0.75,GWh,7,2014
Colombia,2014-07-01,Net Electricity Production,Renovable,8.713,GWh,7,2014
Colombia,2014-06-01,Net Electricity Production,Renovable,3513.389,GWh,6,2014
Colombia,2014-06-01,Net Electricity Production,No Renovable,448.719,GWh,6,2014
Colombia,2014-06-01,Net Electricity Production,No Renovable,152.801,GWh,6,2014
Colombia,2014-06-01,Net Electricity Production,No Renovable,1309.421,GWh,6,2014
Colombia,2014-06-01,Net Electricity Production,Renovable,110.987,GWh,6,2014
Colombia,2014-06-01,Net Electricity Production,Renovable,0.697,GWh,6,2014
Colombia,2014-06-01,Net Electricity Production,Renovable,8.085,GWh,6,2014
Colombia,2014-05-01,Net Electricity Production,Renovable,3632.958,GWh,5,2014
Colombia,2014-05-01,Net Electricity Production,No Renovable,547.723,GWh,5,2014
Colombia,2014-05-01,Net Electricity Production,No Renovable,172.284,GWh,5,2014
Colombia,2014-05-01,Net Electricity Production,No Renovable,1274.632,GWh,5,2014
Colombia,2014-05-01,Net Electricity Production,Renovable,97.937,GWh,5,2014
Colombia,2014-05-01,Net Electricity Production,Renovable,0.67,GWh,5,2014
Colombia,2014-05-01,Net Electricity Production,Renovable,6.211,GWh,5,2014
Colombia,2014-04-01,Net Electricity Production,Renovable,3615.005,GWh,4,2014
Colombia,2014-04-01,Net Electricity Production,No Renovable,515.133,GWh,4,2014
Colombia,2014-04-01,Net Electricity Production,No Renovable,158.736,GWh,4,2014
Colombia,2014-04-01,Net Electricity Production,No Renovable,1157.945,GWh,4,2014
Colombia,2014-04-01,Net Electricity Production,Renovable,98.824,GWh,4,2014
Colombia,2014-04-01,Net Electricity Production,Renovable,0.56,GWh,4,2014
Colombia,2014-04-01,Net Electricity Production,Renovable,6.694,GWh,4,2014
Colombia,2014-03-01,Net Electricity Production,Renovable,4205.913,GWh,3,2014
Colombia,2014-03-01,Net Electricity Production,No Renovable,402.284,GWh,3,2014
Colombia,2014-03-01,Net Electricity Production,No Renovable,141.402,GWh,3,2014
Colombia,2014-03-01,Net Electricity Production,No Renovable,975.374,GWh,3,2014
Colombia,2014-03-01,Net Electricity Production,Renovable,100.687,GWh,3,2014
Colombia,2014-03-01,Net Electricity Production,Renovable,0.665,GWh,3,2014
Colombia,2014-03-01,Net Electricity Production,Renovable,6.189,GWh,3,2014
Colombia,2014-02-01,Net Electricity Production,Renovable,3598.26,GWh,2,2014
Colombia,2014-02-01,Net Electricity Production,No Renovable,413.943,GWh,2,2014
Colombia,2014-02-01,Net Electricity Production,No Renovable,152.263,GWh,2,2014
Colombia,2014-02-01,Net Electricity Production,No Renovable,1095.052,GWh,2,2014
Colombia,2014-02-01,Net Electricity Production,Renovable,99.097,GWh,2,2014
Colombia,2014-02-01,Net Electricity Production,Renovable,0.831,GWh,2,2014
Colombia,2014-02-01,Net Electricity Production,Renovable,5.415,GWh,2,2014
Colombia,2014-01-01,Net Electricity Production,Renovable,3903.977,GWh,1,2014
Colombia,2014-01-01,Net Electricity Production,No Renovable,521.938,GWh,1,2014
Colombia,2014-01-01,Net Electricity Production,No Renovable,139.219,GWh,1,2014
Colombia,2014-01-01,Net Electricity Production,No Renovable,1031.146,GWh,1,2014
Colombia,2014-01-01,Net Electricity Production,Renovable,99.721,GWh,1,2014
Colombia,2014-01-01,Net Electricity Production,Renovable,1.065,GWh,1,2014
Colombia,2014-01-01,Net Electricity Production,Renovable,5.648,GWh,1,2014
